0	Exit	 23:29:18.673
4	Enter	 23:29:18.674
2	Enter	 23:29:18.682
2	Exit	 23:29:18.684
4	Exit	 23:29:18.675
0	Enter	 23:29:18.688
0	Exit	 23:29:18.698
3	Enter	 23:29:18.701
3	Exit	 23:29:18.710
0	Enter	 23:29:18.719
0	Exit	 23:29:18.735
4	Enter	 23:29:18.737
4	Exit	 23:29:18.740
0	Enter	 23:29:18.759
0	Exit	 23:29:18.765
0	Enter	 23:29:18.778
0	Exit	 23:29:18.788
3	Enter	 23:29:18.789
3	Exit	 23:29:18.798
0	Enter	 23:29:18.813
0	Exit	 23:29:18.820
3	Enter	 23:29:18.821
3	Exit	 23:29:18.831
3	Enter	 23:29:18.837
3	Exit	 23:29:18.856
4	Enter	 23:29:18.856
3	Enter	 23:29:18.865
4	Exit	 23:29:18.865
3	Exit	 23:29:18.893
4	Enter	 23:29:18.893
4	Exit	 23:29:18.894
0	Enter	 23:29:18.895
0	Exit	 23:29:18.918
3	Enter	 23:29:18.919
3	Exit	 23:29:18.929
0	Enter	 23:29:18.942
0	Exit	 23:29:18.957
3	Enter	 23:29:18.958
3	Exit	 23:29:18.990
4	Enter	 23:29:18.991
4	Exit	 23:29:18.997
0	Enter	 23:29:18.998
0	Exit	 23:29:19.006
4	Enter	 23:29:19.010
4	Exit	 23:29:19.034
0	Enter	 23:29:19.035
0	Exit	 23:29:19.043
4	Enter	 23:29:19.047
4	Exit	 23:29:19.048
3	Enter	 23:29:19.049
3	Exit	 23:29:19.057
0	Enter	 23:29:19.072
0	Exit	 23:29:19.073
3	Enter	 23:29:19.086
3	Exit	 23:29:19.111
0	Enter	 23:29:19.111
0	Exit	 23:29:19.118
0	Enter	 23:29:19.122
0	Exit	 23:29:19.143
3	Enter	 23:29:19.144
3	Exit	 23:29:19.148
0	Enter	 23:29:19.156
0	Exit	 23:29:19.158
4	Enter	 23:29:19.173
4	Exit	 23:29:19.177
1	Enter	 23:29:19.178
1	Exit	 23:29:19.190
4	Enter	 23:29:19.218
4	Exit	 23:29:19.245
0	Enter	 23:29:19.246
0	Exit	 23:29:19.253
3	Enter	 23:29:19.254
3	Exit	 23:29:19.271
0	Enter	 23:29:19.274
0	Exit	 23:29:19.287
3	Enter	 23:29:19.288
3	Exit	 23:29:19.291
4	Enter	 23:29:19.304
4	Exit	 23:29:19.310
2	Enter	 23:29:19.315
2	Exit	 23:29:19.320
3	Enter	 23:29:19.321
3	Exit	 23:29:19.343
0	Enter	 23:29:19.343
0	Exit	 23:29:19.355
4	Enter	 23:29:19.356
4	Exit	 23:29:19.364
2	Enter	 23:29:19.369
2	Exit	 23:29:19.377
4	Enter	 23:29:19.380
4	Exit	 23:29:19.394
3	Enter	 23:29:19.394
3	Exit	 23:29:19.408
4	Enter	 23:29:19.431
4	Exit	 23:29:19.436
0	Enter	 23:29:19.438
0	Exit	 23:29:19.448
4	Enter	 23:29:19.460
4	Exit	 23:29:19.473
2	Enter	 23:29:19.488
2	Exit	 23:29:19.523
4	Enter	 23:29:19.565
4	Exit	 23:29:19.575
0	Enter	 23:29:19.578
0	Exit	 23:29:19.584
3	Enter	 23:29:19.585
3	Exit	 23:29:19.606
2	Enter	 23:29:19.614
2	Exit	 23:29:19.616
3	Enter	 23:29:19.629
3	Exit	 23:29:19.646
0	Enter	 23:29:19.646
0	Exit	 23:29:19.649
0	Enter	 23:29:19.654
0	Exit	 23:29:19.667
4	Enter	 23:29:19.670
4	Exit	 23:29:19.679
3	Enter	 23:29:19.681
3	Exit	 23:29:19.690
0	Enter	 23:29:19.691
0	Exit	 23:29:19.692
4	Enter	 23:29:19.695
4	Exit	 23:29:19.709
0	Enter	 23:29:19.710
3	Enter	 23:29:19.712
0	Exit	 23:29:19.711
3	Exit	 23:29:19.730
4	Enter	 23:29:19.730
4	Exit	 23:29:19.743
0	Enter	 23:29:19.743
0	Exit	 23:29:19.752
4	Enter	 23:29:19.753
4	Exit	 23:29:19.758
0	Enter	 23:29:19.782
0	Exit	 23:29:19.808
4	Enter	 23:29:19.809
3	Enter	 23:29:19.811
4	Exit	 23:29:19.811
3	Exit	 23:29:19.820
4	Enter	 23:29:19.821
4	Exit	 23:29:19.826
0	Enter	 23:29:19.836
0	Exit	 23:29:19.850
4	Enter	 23:29:19.877
4	Exit	 23:29:19.881
4	Enter	 23:29:19.893
3	Enter	 23:29:19.896
4	Exit	 23:29:19.894
3	Exit	 23:29:19.904
4	Enter	 23:29:19.907
4	Exit	 23:29:19.915
0	Enter	 23:29:19.916
0	Exit	 23:29:19.936
4	Enter	 23:29:19.938
4	Exit	 23:29:19.940
3	Enter	 23:29:19.940
3	Exit	 23:29:19.955
4	Enter	 23:29:19.957
4	Exit	 23:29:19.962
0	Enter	 23:29:19.963
0	Exit	 23:29:19.965
4	Enter	 23:29:19.973
4	Exit	 23:29:19.988
3	Enter	 23:29:19.989
3	Exit	 23:29:19.990
0	Enter	 23:29:19.991
0	Exit	 23:29:19.995
4	Enter	 23:29:19.998
4	Exit	 23:29:20.014
0	Enter	 23:29:20.019
0	Exit	 23:29:20.025
2	Enter	 23:29:20.030
2	Exit	 23:29:20.036
4	Enter	 23:29:20.055
4	Exit	 23:29:20.060
3	Enter	 23:29:20.060
3	Exit	 23:29:20.062
0	Enter	 23:29:20.063
0	Exit	 23:29:20.083
3	Enter	 23:29:20.083
3	Exit	 23:29:20.112
4	Enter	 23:29:20.112
4	Exit	 23:29:20.116
0	Enter	 23:29:20.119
0	Exit	 23:29:20.122
3	Enter	 23:29:20.124
3	Exit	 23:29:20.130
0	Enter	 23:29:20.130
0	Exit	 23:29:20.139
3	Enter	 23:29:20.150
3	Exit	 23:29:20.153
4	Enter	 23:29:20.153
4	Exit	 23:29:20.155
4	Enter	 23:29:20.172
4	Exit	 23:29:20.179
0	Enter	 23:29:20.181
0	Exit	 23:29:20.184
3	Enter	 23:29:20.205
3	Exit	 23:29:20.210
4	Enter	 23:29:20.221
4	Exit	 23:29:20.224
4	Enter	 23:29:20.236
4	Exit	 23:29:20.240
3	Enter	 23:29:20.241
3	Exit	 23:29:20.246
3	Enter	 23:29:20.267
3	Exit	 23:29:20.270
3	Enter	 23:29:20.306
3	Exit	 23:29:20.310
0	Enter	 23:29:20.311
0	Exit	 23:29:20.312
4	Enter	 23:29:20.331
4	Exit	 23:29:20.338
3	Enter	 23:29:20.343
3	Exit	 23:29:20.364
4	Enter	 23:29:20.367
4	Exit	 23:29:20.374
0	Enter	 23:29:20.400
0	Exit	 23:29:20.411
4	Enter	 23:29:20.432
4	Exit	 23:29:20.436
3	Enter	 23:29:20.437
3	Exit	 23:29:20.456
3	Enter	 23:29:20.465
3	Exit	 23:29:20.468
0	Enter	 23:29:20.478
0	Exit	 23:29:20.487
4	Enter	 23:29:20.497
4	Exit	 23:29:20.523
3	Enter	 23:29:20.523
3	Exit	 23:29:20.526
4	Enter	 23:29:20.543
4	Exit	 23:29:20.565
0	Enter	 23:29:20.566
0	Exit	 23:29:20.572
3	Enter	 23:29:20.572
3	Exit	 23:29:20.582
4	Enter	 23:29:20.588
4	Exit	 23:29:20.592
0	Enter	 23:29:20.595
0	Exit	 23:29:20.612
3	Enter	 23:29:20.613
3	Exit	 23:29:20.616
4	Enter	 23:29:20.630
4	Exit	 23:29:20.635
0	Enter	 23:29:20.651
0	Exit	 23:29:20.691
4	Enter	 23:29:20.692
4	Exit	 23:29:20.694
3	Enter	 23:29:20.695
3	Exit	 23:29:20.711
0	Enter	 23:29:20.716
0	Exit	 23:29:20.719
4	Enter	 23:29:20.742
4	Exit	 23:29:20.759
0	Enter	 23:29:20.760
0	Exit	 23:29:20.794
4	Enter	 23:29:20.795
4	Exit	 23:29:20.805
3	Enter	 23:29:20.805
3	Exit	 23:29:20.809
0	Enter	 23:29:20.815
0	Exit	 23:29:20.819
3	Enter	 23:29:20.819
3	Exit	 23:29:20.837
4	Enter	 23:29:20.839
4	Exit	 23:29:20.851
4	Enter	 23:29:20.855
4	Exit	 23:29:20.859
4	Enter	 23:29:20.867
4	Exit	 23:29:20.892
0	Enter	 23:29:20.893
4	Enter	 23:29:20.908
0	Exit	 23:29:20.905
4	Exit	 23:29:20.914
3	Enter	 23:29:20.914
3	Exit	 23:29:20.930
0	Enter	 23:29:20.930
0	Exit	 23:29:20.934
3	Enter	 23:29:20.950
3	Exit	 23:29:20.956
0	Enter	 23:29:20.963
0	Exit	 23:29:20.966
4	Enter	 23:29:20.990
4	Exit	 23:29:21.019
0	Enter	 23:29:21.020
0	Exit	 23:29:21.021
0	Enter	 23:29:21.030
0	Exit	 23:29:21.052
4	Enter	 23:29:21.062
4	Exit	 23:29:21.072
3	Enter	 23:29:21.099
3	Exit	 23:29:21.103
0	Enter	 23:29:21.104
0	Exit	 23:29:21.124
4	Enter	 23:29:21.126
4	Exit	 23:29:21.131
3	Enter	 23:29:21.142
3	Exit	 23:29:21.171
4	Enter	 23:29:21.178
4	Exit	 23:29:21.213
3	Enter	 23:29:21.220
3	Exit	 23:29:21.232
4	Enter	 23:29:21.274
4	Exit	 23:29:21.280
3	Enter	 23:29:21.281
3	Exit	 23:29:21.298
4	Enter	 23:29:21.319
4	Exit	 23:29:21.327
1	Enter	 23:29:21.331
1	Exit	 23:29:21.340
3	Enter	 23:29:21.413
3	Exit	 23:29:21.428
4	Enter	 23:29:21.428
4	Exit	 23:29:21.431
0	Enter	 23:29:21.431
0	Exit	 23:29:21.435
2	Enter	 23:29:21.439
2	Exit	 23:29:21.446
3	Enter	 23:29:21.450
3	Exit	 23:29:21.451
4	Enter	 23:29:21.460
4	Exit	 23:29:21.470
0	Enter	 23:29:21.471
0	Exit	 23:29:21.508
3	Enter	 23:29:21.512
3	Exit	 23:29:21.519
0	Enter	 23:29:21.525
0	Exit	 23:29:21.529
3	Enter	 23:29:21.540
3	Exit	 23:29:21.561
0	Enter	 23:29:21.562
0	Exit	 23:29:21.564
4	Enter	 23:29:21.573
4	Exit	 23:29:21.577
3	Enter	 23:29:21.588
3	Exit	 23:29:21.592
4	Enter	 23:29:21.601
4	Exit	 23:29:21.609
0	Enter	 23:29:21.618
0	Exit	 23:29:21.627
4	Enter	 23:29:21.639
4	Exit	 23:29:21.642
3	Enter	 23:29:21.644
3	Exit	 23:29:21.647
4	Enter	 23:29:21.690
4	Exit	 23:29:21.724
0	Enter	 23:29:21.725
0	Exit	 23:29:21.730
3	Enter	 23:29:21.731
3	Exit	 23:29:21.735
2	Enter	 23:29:21.749
2	Exit	 23:29:21.765
4	Enter	 23:29:21.778
4	Exit	 23:29:21.784
0	Enter	 23:29:21.785
0	Exit	 23:29:21.805
3	Enter	 23:29:21.806
3	Exit	 23:29:21.807
4	Enter	 23:29:21.816
4	Exit	 23:29:21.830
3	Enter	 23:29:21.831
3	Exit	 23:29:21.839
4	Enter	 23:29:21.847
4	Exit	 23:29:21.883
0	Enter	 23:29:21.884
0	Exit	 23:29:21.890
3	Enter	 23:29:21.892
3	Exit	 23:29:21.899
4	Enter	 23:29:21.903
4	Exit	 23:29:21.912
0	Enter	 23:29:21.935
0	Exit	 23:29:21.943
3	Enter	 23:29:21.944
3	Exit	 23:29:22.008
4	Enter	 23:29:22.009
4	Exit	 23:29:22.017
0	Enter	 23:29:22.018
0	Exit	 23:29:22.021
4	Enter	 23:29:22.025
4	Exit	 23:29:22.031
2	Enter	 23:29:22.047
2	Exit	 23:29:22.060
3	Enter	 23:29:22.061
3	Exit	 23:29:22.073
4	Enter	 23:29:22.100
4	Exit	 23:29:22.104
0	Enter	 23:29:22.105
0	Exit	 23:29:22.111
3	Enter	 23:29:22.112
3	Exit	 23:29:22.132
4	Enter	 23:29:22.132
4	Exit	 23:29:22.153
0	Enter	 23:29:22.154
0	Exit	 23:29:22.160
2	Enter	 23:29:22.169
3	Enter	 23:29:22.170
2	Exit	 23:29:22.170
3	Exit	 23:29:22.178
4	Enter	 23:29:22.249
4	Exit	 23:29:22.259
0	Enter	 23:29:22.262
0	Exit	 23:29:22.263
3	Enter	 23:29:22.263
3	Exit	 23:29:22.275
0	Enter	 23:29:22.275
0	Exit	 23:29:22.277
4	Enter	 23:29:22.278
4	Exit	 23:29:22.306
3	Enter	 23:29:22.306
3	Exit	 23:29:22.316
2	Enter	 23:29:22.320
2	Exit	 23:29:22.321
3	Enter	 23:29:22.322
3	Exit	 23:29:22.324
4	Enter	 23:29:22.377
4	Exit	 23:29:22.385
0	Enter	 23:29:22.397
0	Exit	 23:29:22.404
3	Enter	 23:29:22.405
3	Exit	 23:29:22.426
4	Enter	 23:29:22.426
4	Exit	 23:29:22.428
2	Enter	 23:29:22.454
2	Exit	 23:29:22.464
4	Enter	 23:29:22.508
4	Exit	 23:29:22.511
0	Enter	 23:29:22.512
0	Exit	 23:29:22.516
3	Enter	 23:29:22.518
3	Exit	 23:29:22.519
2	Enter	 23:29:22.544
2	Exit	 23:29:22.546
4	Enter	 23:29:22.557
4	Exit	 23:29:22.582
0	Enter	 23:29:22.583
3	Enter	 23:29:22.586
0	Exit	 23:29:22.585
3	Exit	 23:29:22.587
2	Enter	 23:29:22.612
2	Exit	 23:29:22.615
0	Enter	 23:29:22.635
0	Exit	 23:29:22.646
3	Enter	 23:29:22.646
3	Exit	 23:29:22.647
0	Enter	 23:29:22.652
0	Exit	 23:29:22.658
4	Enter	 23:29:22.662
4	Exit	 23:29:22.670
0	Enter	 23:29:22.671
0	Exit	 23:29:22.677
4	Enter	 23:29:22.679
4	Exit	 23:29:22.700
0	Enter	 23:29:22.700
0	Exit	 23:29:22.724
4	Enter	 23:29:22.725
4	Exit	 23:29:22.727
3	Enter	 23:29:22.729
3	Exit	 23:29:22.732
2	Enter	 23:29:22.736
2	Exit	 23:29:22.749
4	Enter	 23:29:22.762
4	Exit	 23:29:22.787
0	Enter	 23:29:22.788
0	Exit	 23:29:22.793
3	Enter	 23:29:22.793
3	Exit	 23:29:22.801
0	Enter	 23:29:22.802
0	Exit	 23:29:22.803
2	Enter	 23:29:22.806
2	Exit	 23:29:22.813
4	Enter	 23:29:22.840
4	Exit	 23:29:22.842
0	Enter	 23:29:22.857
0	Exit	 23:29:22.868
3	Enter	 23:29:22.879
3	Exit	 23:29:22.901
4	Enter	 23:29:22.901
4	Exit	 23:29:22.906
0	Enter	 23:29:22.922
0	Exit	 23:29:22.948
4	Enter	 23:29:22.958
4	Exit	 23:29:22.963
3	Enter	 23:29:22.966
3	Exit	 23:29:22.977
2	Enter	 23:29:22.979
2	Exit	 23:29:22.984
4	Enter	 23:29:23.052
4	Exit	 23:29:23.057
0	Enter	 23:29:23.058
0	Exit	 23:29:23.059
3	Enter	 23:29:23.060
3	Exit	 23:29:23.078
4	Enter	 23:29:23.084
4	Exit	 23:29:23.093
4	Enter	 23:29:23.100
4	Exit	 23:29:23.117
0	Enter	 23:29:23.117
0	Exit	 23:29:23.121
4	Enter	 23:29:23.134
4	Exit	 23:29:23.143
0	Enter	 23:29:23.144
0	Exit	 23:29:23.151
4	Enter	 23:29:23.155
4	Exit	 23:29:23.164
0	Enter	 23:29:23.164
3	Enter	 23:29:23.166
0	Exit	 23:29:23.166
3	Exit	 23:29:23.174
4	Enter	 23:29:23.175
4	Exit	 23:29:23.204
0	Enter	 23:29:23.205
0	Exit	 23:29:23.212
3	Enter	 23:29:23.212
3	Exit	 23:29:23.214
0	Enter	 23:29:23.215
0	Exit	 23:29:23.229
3	Enter	 23:29:23.229
3	Exit	 23:29:23.239
4	Enter	 23:29:23.253
4	Exit	 23:29:23.287
0	Enter	 23:29:23.287
0	Exit	 23:29:23.293
3	Enter	 23:29:23.295
3	Exit	 23:29:23.301
4	Enter	 23:29:23.303
4	Exit	 23:29:23.305
3	Enter	 23:29:23.308
3	Exit	 23:29:23.317
0	Enter	 23:29:23.325
0	Exit	 23:29:23.330
4	Enter	 23:29:23.341
4	Exit	 23:29:23.348
2	Enter	 23:29:23.352
2	Exit	 23:29:23.365
0	Enter	 23:29:23.397
0	Exit	 23:29:23.411
4	Enter	 23:29:23.412
4	Exit	 23:29:23.422
3	Enter	 23:29:23.422
3	Exit	 23:29:23.431
4	Enter	 23:29:23.432
4	Exit	 23:29:23.442
0	Enter	 23:29:23.443
0	Exit	 23:29:23.452
3	Enter	 23:29:23.452
3	Exit	 23:29:23.466
4	Enter	 23:29:23.469
4	Exit	 23:29:23.477
4	Enter	 23:29:23.481
4	Exit	 23:29:23.493
0	Enter	 23:29:23.495
0	Exit	 23:29:23.514
3	Enter	 23:29:23.514
3	Exit	 23:29:23.516
3	Enter	 23:29:23.520
3	Exit	 23:29:23.585
4	Enter	 23:29:23.585
0	Enter	 23:29:23.588
4	Exit	 23:29:23.587
0	Exit	 23:29:23.594
3	Enter	 23:29:23.595
3	Exit	 23:29:23.596
4	Enter	 23:29:23.600
4	Exit	 23:29:23.605
0	Enter	 23:29:23.606
0	Exit	 23:29:23.612
4	Enter	 23:29:23.615
4	Exit	 23:29:23.617
3	Enter	 23:29:23.633
3	Exit	 23:29:23.638
0	Enter	 23:29:23.656
0	Exit	 23:29:23.668
3	Enter	 23:29:23.670
3	Exit	 23:29:23.672
0	Enter	 23:29:23.672
0	Exit	 23:29:23.674
4	Enter	 23:29:23.704
4	Exit	 23:29:23.708
0	Enter	 23:29:23.711
0	Exit	 23:29:23.716
3	Enter	 23:29:23.716
3	Exit	 23:29:23.718
4	Enter	 23:29:23.722
4	Exit	 23:29:23.735
0	Enter	 23:29:23.746
0	Exit	 23:29:23.761
4	Enter	 23:29:23.762
4	Exit	 23:29:23.791
0	Enter	 23:29:23.792
0	Exit	 23:29:23.794
3	Enter	 23:29:23.794
3	Exit	 23:29:23.798
3	Enter	 23:29:23.802
3	Exit	 23:29:23.805
0	Enter	 23:29:23.812
0	Exit	 23:29:23.814
4	Enter	 23:29:23.820
4	Exit	 23:29:23.822
0	Enter	 23:29:23.823
0	Exit	 23:29:23.859
4	Enter	 23:29:23.860
4	Exit	 23:29:23.877
3	Enter	 23:29:23.877
3	Exit	 23:29:23.879
4	Enter	 23:29:23.885
4	Exit	 23:29:23.898
0	Enter	 23:29:23.898
0	Exit	 23:29:23.917
4	Enter	 23:29:23.918
4	Exit	 23:29:23.923
3	Enter	 23:29:23.923
3	Exit	 23:29:23.930
3	Enter	 23:29:23.936
3	Exit	 23:29:23.959
4	Enter	 23:29:23.960
4	Exit	 23:29:23.984
0	Enter	 23:29:23.985
0	Exit	 23:29:23.997
3	Enter	 23:29:23.997
3	Exit	 23:29:24.000
3	Enter	 23:29:24.002
3	Exit	 23:29:24.013
4	Enter	 23:29:24.015
0	Enter	 23:29:24.017
4	Exit	 23:29:24.017
0	Exit	 23:29:24.023
4	Enter	 23:29:24.029
4	Exit	 23:29:24.031
3	Enter	 23:29:24.031
3	Exit	 23:29:24.034
4	Enter	 23:29:24.040
4	Exit	 23:29:24.048
0	Enter	 23:29:24.048
0	Exit	 23:29:24.051
0	Enter	 23:29:24.055
0	Exit	 23:29:24.068
4	Enter	 23:29:24.069
4	Exit	 23:29:24.070
1	Enter	 23:29:24.075
1	Exit	 23:29:24.080
3	Enter	 23:29:24.098
3	Exit	 23:29:24.099
0	Enter	 23:29:24.099
0	Exit	 23:29:24.111
4	Enter	 23:29:24.112
4	Exit	 23:29:24.130
3	Enter	 23:29:24.131
3	Exit	 23:29:24.135
4	Enter	 23:29:24.176
4	Exit	 23:29:24.182
4	Enter	 23:29:24.192
4	Exit	 23:29:24.193
2	Enter	 23:29:24.201
2	Exit	 23:29:24.206
4	Enter	 23:29:24.298
4	Exit	 23:29:24.300
0	Enter	 23:29:24.302
